lastfm_url,track,artist,seeds,number_of_emotion_tags,valence_tags,arousal_tags,dominance_tags,mbid,spotify_id,genre,audio_previews
https://www.last.fm/music/faith%2bno%2bmore/_/cuckoo%2bfor%2bcaca,Cuckoo for Caca,Faith No More,['aggressive'],5,3.3045161290322587,4.837741935483871,4.433225806451613,87081726-7e38-4945-94d3-7ca3ea4b57b2,3DV0DO7GweUc75R38P6mOe,metal,audio_previews\3DV0DO7GweUc75R38P6mOe.mp3

https://www.last.fm/music/the%2brapture/_/the%2bcoming%2bof%2bspring,The Coming Of Spring,The Rapture,"['aggressive', 'powerful']",3,4.83,5.173333333333334,5.8533333333333335,c28da4af-17c6-4b32-9dcd-d3be5f1006cd,5pzZT3IG4TFxSlmhknYWes,indie rock,audio_previews\5pzZT3IG4TFxSlmhknYWes.mp3

https://www.last.fm/music/slipknot/_/custer,Custer,Slipknot,['aggressive'],1,3.08,5.87,5.49,b6b7e79d-a4c9-44ae-b0ee-b1fcc0475833,3GiJq4AQK7324mfIQbpiTf,nu metal,audio_previews\3GiJq4AQK7324mfIQbpiTf.mp3

https://www.last.fm/music/sevendust/_/black,Black,Sevendust,['aggressive'],3,4.516571428571429,4.666571428571429,5.649428571428572,a0dd8cf5-f2eb-44c1-91be-5e7ad41e1d16,5DoTRJlzMaGAMHPTDrfvfW,metal,audio_previews\5DoTRJlzMaGAMHPTDrfvfW.mp3

https://www.last.fm/music/m.i.a./_/bamboo%2bbanga,Bamboo Banga,M.I.A.,"['aggressive', 'fun', 'sexy', 'energetic']",13,6.555071428571428,5.537214285714287,5.691357142857143,99dd2c8c-e7c1-413e-8ea4-4497a00ffa18,6tqFC1DIOphJkCwrjVzPmg,hip-hop,audio_previews\6tqFC1DIOphJkCwrjVzPmg.mp3

https://www.last.fm/music/dope/_/die%2bmf%2bdie,Die MF Die,Dope,['aggressive'],7,3.771176470588235,5.348235294117648,5.441764705882353,b9eb3484-5e0e-4690-ab5a-ca91937032a5,5bU4KX47KqtDKKaLM4QCzh,metal,audio_previews\5bU4KX47KqtDKKaLM4QCzh.mp3

https://www.last.fm/music/deftones/_/7%2bwords,7 Words,Deftones,"['aggressive', 'angry']",10,3.807121212121212,5.473939393939394,4.7290909090909095,1a826083-5585-445f-a708-415dc90aa050,6DoXuH326aAYEN8CnlLmhP,nu metal,audio_previews\6DoXuH326aAYEN8CnlLmhP.mp3

https://www.last.fm/music/fiona%2bapple/_/limp,Limp,Fiona Apple,"['aggressive', 'angry', 'bitter']",20,3.7372108843537424,5.610204081632652,4.626734693877551,4435982c-b83e-4daa-af2b-9f3430036bb7,104YdibC7VQy78xAVmgRYr,singer-songwriter,audio_previews\104YdibC7VQy78xAVmgRYr.mp3

https://www.last.fm/music/black%2bflag/_/depression,Depression,Black Flag,['aggressive'],9,3.2594444444444446,5.203055555555556,4.422777777777778,585398ed-1275-4579-9451-e8dd7db9d59c,1qxkzHlZBXFv5HfyYqJ8cy,punk,audio_previews\1qxkzHlZBXFv5HfyYqJ8cy.mp3

https://www.last.fm/music/pendulum/_/comprachicos,Comprachicos,Pendulum,"['aggressive', 'epic']",4,5.754166666666667,5.565333333333333,5.8365,a3c325ce-fac4-42b9-85da-b3c9e0f243af,2ZIJUwprFZrAaZCRKYfAno,industrial,audio_previews\2ZIJUwprFZrAaZCRKYfAno.mp3

https://www.last.fm/music/deftones/_/when%2bgirls%2btelephone%2bboys,When Girls Telephone Boys,Deftones,"['aggressive', 'angry', 'driving', 'energetic']",8,3.910740740740741,4.915555555555556,4.631851851851851,3bc2c1a9-43bc-45b2-87fc-4313eb2534fe,6xK3sBdRm99g9T8Ov0gjdF,metal,audio_previews\6xK3sBdRm99g9T8Ov0gjdF.mp3

https://www.last.fm/music/black%2bflag/_/what%2bi%2bsee,What I See,Black Flag,"['aggressive', 'angry']",7,3.2054761904761904,5.0269047619047615,4.584761904761905,8050e7e7-2c7a-4390-bf77-eaedf293c626,3DaC3oRpGInTU0x8DvdSGp,punk,audio_previews\3DaC3oRpGInTU0x8DvdSGp.mp3

https://www.last.fm/music/lamb%2bof%2bgod/_/requiem,Requiem,Lamb of God,['aggressive'],2,2.97,5.935999999999999,5.214,23b46286-3b27-431b-8943-9be9d37836f9,0DxYrFOfiFShTbO2XdFpBX,metalcore,audio_previews\0DxYrFOfiFShTbO2XdFpBX.mp3

https://www.last.fm/music/black%2bflag/_/room%2b13,Room 13,Black Flag,"['aggressive', 'angry']",8,3.285,5.297222222222223,4.716296296296297,b83fe0b7-d40d-4e77-9b2b-606d36e4a391,7EZlzu01NzbR1jWEIDSk5T,punk,audio_previews\7EZlzu01NzbR1jWEIDSk5T.mp3

https://www.last.fm/music/mystikal/_/shake%2bya%2bass,Shake Ya Ass,Mystikal,['aggressive'],11,5.680882352941175,5.751911764705882,5.930882352941175,bf2761fe-8b4d-4cc8-bdea-0ccda7c3fed1,1jRzdY7oUBOhrylNtiMtBD,hip-hop,audio_previews\1jRzdY7oUBOhrylNtiMtBD.mp3

https://www.last.fm/music/deftones/_/combat,Combat,Deftones,"['aggressive', 'intense', 'epic', 'uplifting']",7,5.104098360655737,5.476229508196721,5.24467213114754,1b49361a-e594-490c-aa60-dde81b235d24,2tdzFXOsJLLI20QdnSqxr1,alternative metal,audio_previews\2tdzFXOsJLLI20QdnSqxr1.mp3

https://www.last.fm/music/fugazi/_/glue%2bman,Glue Man,Fugazi,"['aggressive', 'confrontational', 'intense', 'epic', 'desperate']",7,3.838627450980392,4.418725490196079,4.059803921568627,9e387cb2-843f-4db0-a0eb-8ba677dfd93d,1Nvy8JAL3DrO0a6xdgJSvv,punk,audio_previews\1Nvy8JAL3DrO0a6xdgJSvv.mp3

https://www.last.fm/music/the%2banimals/_/boom%2bboom,Boom Boom,The Animals,['aggressive'],4,3.796341463414634,4.475853658536585,5.564390243902439,74fa2e8f-01c9-4eb3-8078-402c877b7e3b,3RwomkUaNHS0gFs3QqgudU,classic rock,audio_previews\3RwomkUaNHS0gFs3QqgudU.mp3

https://www.last.fm/music/peaches/_/boys%2bwanna%2bbe%2bher,Boys Wanna Be Her,Peaches,"['aggressive', 'fierce', 'sexy']",7,5.841999999999999,5.979833333333334,5.920166666666666,4f7635bb-a53e-4772-8351-82177499cf20,46sqkKk663MiT1u0WHLQKF,electroclash,audio_previews\46sqkKk663MiT1u0WHLQKF.mp3

https://www.last.fm/music/black%2bflag/_/no%2bmore,No More,Black Flag,['aggressive'],5,3.5075000000000003,4.64875,4.8025,cb6d5d36-33e7-4e7a-b233-fd9f610cafe2,35BOEtOvV1qwzjblSKcPJ1,punk,audio_previews\35BOEtOvV1qwzjblSKcPJ1.mp3

https://www.last.fm/music/crossfade/_/death%2btrend%2bsetta,Death Trend Setta,Crossfade,['aggressive'],3,2.96,5.6091304347826085,4.957826086956522,20408c00-1e6d-4f0b-a907-24a6aae9b33a,6Xpm4ajdj9SkiP08JKg3vK,rock,audio_previews\6Xpm4ajdj9SkiP08JKg3vK.mp3

https://www.last.fm/music/black%2bflag/_/padded%2bcell,Padded Cell,Black Flag,['aggressive'],5,3.9846153846153847,5.235128205128204,5.487948717948718,5a69aa31-a004-4f5a-90c7-7389565431e9,6D69DWilPEsY2TqayoB7x5,punk,audio_previews\6D69DWilPEsY2TqayoB7x5.mp3

https://www.last.fm/music/run%2bthe%2bjewels/_/angel%2bduster,Angel Duster,Run the Jewels,"['aggressive', 'soft']",5,4.718333333333334,4.701666666666667,4.953333333333333,88af084e-ac25-40b4-84e3-cd0e488200cc,1V6qst2zfwpooDT1lfvDis,hip-hop,audio_previews\1V6qst2zfwpooDT1lfvDis.mp3

https://www.last.fm/music/black%2bveil%2bbrides/_/knives%2band%2bpens,Knives and Pens,Black Veil Brides,['aggressive'],6,5.265714285714286,5.682857142857143,5.716428571428572,5512523a-e1eb-4712-bd63-e30495783993,2ZhswJTKMkNNTAjrTmPhOJ,post-hardcore,audio_previews\2ZhswJTKMkNNTAjrTmPhOJ.mp3

https://www.last.fm/music/meshuggah/_/this%2bspiteful%2bsnake,This Spiteful Snake,Meshuggah,['aggressive'],3,2.2625,4.1125,4.0275,5fd8e6c1-a2af-4599-8854-e170350f5015,2yxAAU2xKo2Z04Se01J4Bq,progressive metal,audio_previews\2yxAAU2xKo2Z04Se01J4Bq.mp3

https://www.last.fm/music/faith%2bno%2bmore/_/cuckoo%2bfor%2bcaca,Cuckoo for Caca,Faith No More,['aggressive'],5,3.3045161290322587,4.837741935483871,4.433225806451613,87081726-7e38-4945-94d3-7ca3ea4b57b2,3DV0DO7GweUc75R38P6mOe,metal,audio_previews\3DV0DO7GweUc75R38P6mOe.mp3

https://www.last.fm/music/the%2brapture/_/the%2bcoming%2bof%2bspring,The Coming Of Spring,The Rapture,"['aggressive', 'powerful']",3,4.83,5.173333333333334,5.8533333333333335,c28da4af-17c6-4b32-9dcd-d3be5f1006cd,5pzZT3IG4TFxSlmhknYWes,indie rock,audio_previews\5pzZT3IG4TFxSlmhknYWes.mp3

https://www.last.fm/music/slipknot/_/custer,Custer,Slipknot,['aggressive'],1,3.08,5.87,5.49,b6b7e79d-a4c9-44ae-b0ee-b1fcc0475833,3GiJq4AQK7324mfIQbpiTf,nu metal,audio_previews\3GiJq4AQK7324mfIQbpiTf.mp3

https://www.last.fm/music/sevendust/_/black,Black,Sevendust,['aggressive'],3,4.516571428571429,4.666571428571429,5.649428571428572,a0dd8cf5-f2eb-44c1-91be-5e7ad41e1d16,5DoTRJlzMaGAMHPTDrfvfW,metal,audio_previews\5DoTRJlzMaGAMHPTDrfvfW.mp3

https://www.last.fm/music/h%25c3%25bcsker%2bd%25c3%25bc/_/chartered%2btrips,Chartered Trips,Hüsker Dü,"['aggressive', 'hostile', 'intense', 'cathartic', 'fiery', 'raucous']",6,3.3560000000000003,4.7,4.2620000000000005,f8826f8e-8684-4df2-8489-128b9bca69f6,7jmIBvIkPcAR6yzbR7YsJH,punk,audio_previews\7jmIBvIkPcAR6yzbR7YsJH.mp3

https://www.last.fm/music/pavement/_/brinx%2bjob,Brinx Job,Pavement,"['aggressive', 'volatile', 'relaxed', 'brash', 'wry', 'carefree', 'freewheeling', 'fun', 'warm', 'detached', 'sparkling', 'irreverent', 'summery', 'bright', 'messy', 'sprawling', 'energetic', 'quirky', 'rambunctious', 'calm', 'laid-back', 'cynical']",23,5.533679775280899,4.276460674157304,5.643792134831461,4e48dddb-8dc4-4b49-8bb8-cf57ab32e700,2BdKFeg6MvTXBt51AE0QKc,indie,audio_previews\2BdKFeg6MvTXBt51AE0QKc.mp3

https://www.last.fm/music/la%2bdispute/_/damaged%2bgoods,Damaged Goods,La Dispute,"['aggressive', 'intense']",4,5.033333333333333,6.271666666666666,5.45,456fda8f-7b57-4018-b768-ec17e6a7e45e,6kapmatG5ez3ceZ3dm3DdZ,post-hardcore,audio_previews\6kapmatG5ez3ceZ3dm3DdZ.mp3

https://www.last.fm/music/faith%2bno%2bmore/_/got%2bthat%2bfeeling,Got That Feeling,Faith No More,['aggressive'],1,3.08,5.87,5.489999999999999,bb2f93fc-d116-4bb9-ada6-ae5405d3cb2e,0RLIAMJ8EAxiN2Q8jKKNLW,alternative metal,audio_previews\0RLIAMJ8EAxiN2Q8jKKNLW.mp3

https://www.last.fm/music/the%2bstooges/_/l.a.%2bblues,L.A. Blues,The Stooges,['aggressive'],5,3.4560000000000004,4.848000000000001,4.2700000000000005,44ca62ef-f3fa-4379-9749-6304ac1088bd,1ED6dMdVwXGkXAjsJdk5f0,punk,audio_previews\1ED6dMdVwXGkXAjsJdk5f0.mp3

https://www.last.fm/music/michael%2bjackson/_/tabloid%2bjunkie,Tabloid Junkie,Michael Jackson,['aggressive'],5,3.791111111111111,5.930000000000001,5.28,512d95f9-32f5-4e85-900d-fb14b447e28c,7n6DnNdKKhjyDa1GlGgLeQ,pop,audio_previews\7n6DnNdKKhjyDa1GlGgLeQ.mp3

https://www.last.fm/music/sevendust/_/beautiful,Beautiful,Sevendust,['aggressive'],5,5.003428571428572,5.160285714285715,5.694,8e184b15-ecf1-4b85-a07f-d012e6a9cc80,7uo6kqaAnymdnkwub1jxBR,alternative metal,audio_previews\7uo6kqaAnymdnkwub1jxBR.mp3

https://www.last.fm/music/primal%2bscream/_/accelerator,Accelerator,Primal Scream,"['aggressive', 'angry', 'explosive', 'intense']",6,5.027769784172662,6.485035971223021,5.080575539568346,7636e7a9-b2a0-43c5-a308-3de32df647c4,1VY409A6iWgta1FPxteEUK,rock,audio_previews\1VY409A6iWgta1FPxteEUK.mp3

https://www.last.fm/music/minutemen/_/%25231%2bhit%2bsong,#1 Hit Song,Minutemen,"['aggressive', 'hostile']",3,3.53,4.836666666666667,5.133333333333333,ccbd9b6b-dd4b-4e0d-9547-7f723d8b03c4,60nriFcKARUpnYksJkDqJR,post-punk,audio_previews\60nriFcKARUpnYksJkDqJR.mp3

https://www.last.fm/music/cavalera%2bconspiracy/_/sanctuary,Sanctuary,Cavalera Conspiracy,['aggressive'],4,4.666666666666668,6.046666666666666,5.596666666666667,66304a47-a43a-4bb9-bd13-863f9baffcba,1qVRv7ydm4sMj9aX5VYuN4,thrash metal,audio_previews\1qVRv7ydm4sMj9aX5VYuN4.mp3

https://www.last.fm/music/danny%2bbrown/_/blunt%2bafter%2bblunt,Blunt After Blunt,Danny Brown,['aggressive'],1,3.08,5.87,5.49,7ee6a5f8-8f88-4d94-aff6-001400d52e2f,68Gzj05pLDpnleA77r6QGK,rap,audio_previews\68Gzj05pLDpnleA77r6QGK.mp3

https://www.last.fm/music/fugazi/_/full%2bdisclosure,Full Disclosure,Fugazi,['aggressive'],1,3.08,5.87,5.49,a1eaec8f-c338-46e8-8b93-89dabaa36358,5x5nJm3ZLs6T1vrFT2IiTE,post-hardcore,audio_previews\5x5nJm3ZLs6T1vrFT2IiTE.mp3

https://www.last.fm/music/minutemen/_/it%2527s%2bexpected%2bi%2527m%2bgone,It's Expected I'm Gone,Minutemen,['aggressive'],1,3.08,5.87,5.49,fa4c9928-fa1c-4678-bdd0-23a02610c97e,3bbVPVAL3ulmu3kNGJ9EDF,post-punk,audio_previews\3bbVPVAL3ulmu3kNGJ9EDF.mp3

https://www.last.fm/music/blonde%2bredhead/_/melody%2bof%2bcertain%2bthree,Melody of Certain Three,Blonde Redhead,"['aggressive', 'nostalgic', 'driving', 'tense']",8,5.27015625,4.205859375,5.0228906250000005,06d9da43-d137-4cb9-baa9-187994c94bda,3sDOdE1zP6Ail3q5wBUoZR,indie rock,audio_previews\3sDOdE1zP6Ail3q5wBUoZR.mp3

https://www.last.fm/music/machine%2bhead/_/a%2bnation%2bon%2bfire,A Nation On Fire,Machine Head,['aggressive'],1,3.08,5.87,5.489999999999999,88eaa65a-8d0c-443d-86d2-e68c63096363,3EQGVx92eRnUjptgNnKFr5,thrash metal,audio_previews\3EQGVx92eRnUjptgNnKFr5.mp3

https://www.last.fm/music/type%2bo%2bnegative/_/kill%2ball%2bthe%2bwhite%2bpeople,Kill All the White People,Type O Negative,['aggressive'],3,2.905,4.312916666666667,3.97375,10f130cc-7744-4fa0-b8a5-a14a95e0a837,4DuE7W3HEq037BuHzas2Ym,gothic metal,audio_previews\4DuE7W3HEq037BuHzas2Ym.mp3

https://www.last.fm/music/behemoth/_/furor%2bdivinus,Furor Divinus,Behemoth,['aggressive'],2,2.816666666666667,5.470000000000001,4.606666666666667,308c96e0-ac01-45dd-9e7a-9dec2de841f7,65CWoT7I7N0bHxzuXujYdm,death metal,audio_previews\65CWoT7I7N0bHxzuXujYdm.mp3

https://www.last.fm/music/big%2bblack/_/kerosene,Kerosene,Big Black,"['aggressive', 'angry', 'dark']",18,3.760833333333335,5.5425,4.5875,01f91009-777b-40b2-9903-6b9f9bb518f2,3mtQQLpGwnIuYMgGADBlGz,noise rock,audio_previews\3mtQQLpGwnIuYMgGADBlGz.mp3

https://www.last.fm/music/jet/_/that%2527s%2ball%2blies,That's All Lies,Jet,['aggressive'],2,5.775,5.96,6.3500000000000005,c72b116d-853a-422a-a0e2-8fd06435b115,6JKkhN4ZnwoinLatQOUHG4,rock,audio_previews\6JKkhN4ZnwoinLatQOUHG4.mp3

https://www.last.fm/music/clawfinger/_/biggest%2b%2526%2bthe%2bbest,Biggest & The Best,Clawfinger,['aggressive'],2,2.888695652173913,5.984782608695652,5.010000000000001,973931b0-9644-48d3-82be-43700ed453b2,51XrhhPlt1smLatJgcBrUb,metal,audio_previews\51XrhhPlt1smLatJgcBrUb.mp3

https://www.last.fm/music/marilyn%2bmanson/_/hey%252c%2bcruel%2bworld...,"Hey, Cruel World...",Marilyn Manson,['aggressive'],4,3.5766666666666667,5.871666666666666,5.011666666666667,,5JEFYrZighZ4yqzWfyBRNh,industrial metal,audio_previews\5JEFYrZighZ4yqzWfyBRNh.mp3

https://www.last.fm/music/shadows%2bfall/_/enlightened%2bby%2bthe%2bcold,Enlightened By The Cold,Shadows Fall,['aggressive'],2,3.610666666666667,5.131333333333334,5.202,4c5eef61-7978-462c-8582-8e0d6a38153a,5RbTA4fyEZjDfhM3bYgPOI,metalcore,audio_previews\5RbTA4fyEZjDfhM3bYgPOI.mp3

https://www.last.fm/music/coal%2bchamber/_/glow,Glow,Coal Chamber,['aggressive'],1,3.08,5.870000000000001,5.49,88a76f1e-51e5-4572-ad04-212bead916c7,6PiuN9kO8W7W2pv5h67uCF,nu metal,audio_previews\6PiuN9kO8W7W2pv5h67uCF.mp3

https://www.last.fm/music/prodigy/_/invaders%2bmust%2bdie,Invaders Must Die,Prodigy,['aggressive'],3,4.682499999999999,5.285,5.885,d7d34e04-2638-4633-9050-6d37cf9b94f7,1j6lrR4BzRGKwvAPfrIcbf,electronic,audio_previews\1j6lrR4BzRGKwvAPfrIcbf.mp3

https://www.last.fm/music/lamb%2bof%2bgod/_/the%2bsubtle%2barts%2bof%2bmurder%2band%2bpersuasion,The Subtle Arts of Murder and Persuasion,Lamb of God,"['aggressive', 'angry', 'technical']",4,3.855660377358491,5.906603773584906,5.323773584905661,de2a336b-67bf-4d9d-a56d-cafead66cc0b,1XWWlu64sNi9jqktYeKH8O,thrash metal,audio_previews\1XWWlu64sNi9jqktYeKH8O.mp3

https://www.last.fm/music/bikini%2bkill/_/new%2bradio,New Radio,Bikini Kill,['aggressive'],1,3.08,5.87,5.49,11c81768-afe0-4b8d-b59c-0f80bfa96e27,4DgsvJNNGvV5WPQ40qR3R8,riot grrrl,audio_previews\4DgsvJNNGvV5WPQ40qR3R8.mp3

https://www.last.fm/music/metronomy/_/you%2bcould%2beasily%2bhave%2bme,You Could Easily Have Me,Metronomy,"['aggressive', 'spooky']",2,3.5315789473684207,5.914473684210527,5.144473684210527,3503e600-8bf2-430e-911c-49f32f3d7c9c,1UKOgSwVAFcnDEsYYOlyV1,electro,audio_previews\1UKOgSwVAFcnDEsYYOlyV1.mp3

https://www.last.fm/music/avenged%2bsevenfold/_/requiem,Requiem,Avenged Sevenfold,['aggressive'],3,6.279830508474577,5.389830508474576,5.747118644067796,04fabdc3-9775-4a5a-b0f9-c995cef3e06e,2QecHpp1nzPMwo95fwxZ9h,symphonic metal,audio_previews\2QecHpp1nzPMwo95fwxZ9h.mp3

https://www.last.fm/music/danity%2bkane/_/strip%2btease,Strip Tease,Danity Kane,"['aggressive', 'ethereal', 'exotic']",10,6.899590643274855,6.07766081871345,5.82345029239766,f462d7f2-5dd4-49a4-be3b-229f33ec22c6,7upJI4tZAZ9H7k6Egqw0mG,pop,audio_previews\7upJI4tZAZ9H7k6Egqw0mG.mp3

https://www.last.fm/music/minutemen/_/shit%2bfrom%2ban%2bold%2bnotebook,Shit From an Old Notebook,Minutemen,"['aggressive', 'witty']",2,5.165,5.76,6.03,bce0cf43-187c-43f7-bd9b-2a9bb4e9daf0,2z2qTST29C0jxdCGjlqVNE,punk,audio_previews\2z2qTST29C0jxdCGjlqVNE.mp3

https://www.last.fm/music/roadrunner%2bunited/_/army%2bof%2bthe%2bsun,Army Of The Sun,Roadrunner United,['aggressive'],2,4.3500000000000005,4.47,6.140000000000001,e1bdaed3-4dd8-4610-9215-274109f3feef,1nrWrZkGdSqz3UaDkv3Z35,metal,audio_previews\1nrWrZkGdSqz3UaDkv3Z35.mp3

https://www.last.fm/music/damageplan/_/fuck%2byou,Fuck You,Damageplan,['aggressive'],5,3.597368421052632,5.510526315789473,5.223684210526316,a572d2bb-bef0-4903-a475-2fbafb447cc6,6uBWlHNKcK1P8FDlPPd94u,metal,audio_previews\6uBWlHNKcK1P8FDlPPd94u.mp3

